"","q_num","status_description","way_forward","file"
"588","3.2d","État d’avancement : Il n’y a que le SDAGE Ouémé qui soit élaboré et le Comité du Bassin de l’Ouémé mis en place. ","Perspectives pour l’avenir : Elaborer les SDAGES et SAGES restants et mettre en place des Comités de Bassin. Elaborer des documents de planification hydrologiques et de gestion volumétrique. ","Benin_651_2020_FR_Final_29.09.2020.docx"
"589","4.1a","c. Lutte contre la pollution au niveau national","Note","Benin_651_2020_FR_Final_29.09.2020.docx"
"590","4.1b","d. Gestion des écosystèmes liés à l’eau au niveau national.","Note","Benin_651_2020_FR_Final_29.09.2020.docx"
"591","4.2a",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"592","4.2b",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"593","4.2c",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"594","4.2d",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"595","1.1a","Status description: Bhutan Water Vision & Policy, 2008. It was used for formulation of the Water Act of Bhutan, 2011 and its Regulations, 2014.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"596","1.1b","Status description: The Water Act of Bhutan, 2011 ensures that the water resources are protected, conserved and/or managed in an economically efficient, socially equitable and environmentally sustainable manner. Based on the Act, prepared Water Regulations in 2014.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"597","1.1c","Status description: National Integrated Water Resources Management Plan (NIWRMP) approved by the government in 2016 and implementation arrangements are under way.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"598","1.2a","Status description: Bhutan does not have policies at the sub-national level.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"599","1.2b","Status description: Bhutan has Five river basins and one river basin management plan (Wangchhu River Basin Management plan) has been completed in 2016. Implementation of the plan is yet to start. In the past there has been many watershed management plans that have been developed and implemented successfully. Currently, Baychhu watershed management plan, 2015 and Kholongchhu sub-basin management plan, 2017 has been completed and yet to be implemented.  7 watershed management plans across all five river basin is being developed by the Watershed Management Division.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"600","1.2c","Status description: No arrangements for transboundary water management.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"601","1.2d","Status description: Question has been revised in 2020 reporting round to cover all subnational levels. No data available from country from 2017. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"602","2.1a","Status description: The National Environment Commission is the lead agency to coordinate, develop and implement the NIWRM plan.  The NIWRM plan, 2016 was prepared with technical support from the Asian Development Bank (ADB) due to lack of technical and financial resources.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"603","2.1b","Status description: The NIWRM plan, 2016 was developed with guidance from the multi stakeholder technical advisory committee and this plan is yet to implemented. National Water Symposium held annually.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"604","2.1c","Status description: The NIWRM plan and Wangchhu Basin management plan, 2016 is yet to be implemented. However, during the development of the plan, all relevant stakeholders were involved and high level of public consultation was carried out. WASH cluster meeting held annually. All watershed management plans are developed through community and sectoral consultations. All agriculture infrastructures are planed through community participations.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"605","2.1d","Status description: The Bhutan Chamber of Commerce and Industries (BCCI) was involved as member of the technical advisory committee who represented the business community.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"606","2.1e","Status description: Some experience has been gained through the preparation of the NIWRM plan, 2016 however, there is lack of technical capacity and financial resources. The score corresponds to 2.1f question from the 2017 survey.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"607","2.2a","Status description: Wangchhu River Basin Committee was formed in 2016 with clear mandates as per the Water Act of Bhutan, 2011. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"608","2.2b","Status description: Basin Committee members are from local government, elected members of the local community and officials from environment sector. They meet on quarterly basis. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"609","2.2c","Status description: New question added in 2020 reporting round. No data available from 2017.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"610","2.2d","Status description: There are no specific provisions on gender in National water policy and legislation however, gender issues are addressed by other policies and laws. Education policy and guidelines for Five Year Plans (FYP) requires gender mainstreaming in all development plans and programmes. National Commission for Women & Children (NCWC) established to spear head gender mainstreaming into policies & plans. All National policies & plans are applicable to sub-national levels. This question is a combination of the old 2017 2.1e and 2.2c gender-questions at national and sub-national level.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"611","2.2e","Status description: No arrangements.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"612","2.2f","Status description: Question has been revised in 2020 reporting round to cover all subnational levels. No data available from country from 2017. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"613","3.1a","Status description: Hydrological observation network covering all major river basins are established and operational 1990. Bhutan has more than 26 years of time series surface hydrological data (water level and flow data) archived in the national hydrological database. There are limited hydrological stations operation on small tributaries and stream. Data are provided to all the users based on request. Currently surface hydrological data are provided free of charges.  Ground water are yet to assessed.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"614","3.1b","Status description: Payment for Environmental Services (PES) schemes are piloted in some areas. Awareness raised on drinking water safety and management through water safety plans in urban and rural areas. Irrigation water conveyance system for efficient use of water in irrigation are used. Rain water harvesting projects piloted in selected areas.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"615","3.1c","Status description: Regulations and water quality standards are in place. Wastewater treatment facilities available in urban towns but with limited coverage.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"616","3.1d","Status description: Forest coverage, protected areas and wetland conservation.  The Constitution of Bhutan requires maintaining a minimum of 60% forest coverage at all times to come. The new Forest and Nature Conservation Rules 2017 prohibits the destruction of wetlands and puts in place a requirement of a clearance process.","Way forward:","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"617","3.1e","Status description: Bhutan is highly prone to hydro-meteorological hazards due to young fragile mountain geology and high intensity recurrence monsoon. Being a mountainous country more than 70% settlements and infrastructure development are established along the river valley. In order to reduce impacts of water-related disasters, through the donor supported projects flood/GLOF hazards mapping were done for Mangdechhu, Chamkharchhu valley, Punatsangchhu basin and other settlement areas. GLOF/Flood early warning system were installed and operational on Punakha-Wangdi valley, Mangdechhu basin, Chamkharchhu basin. Lowering of potentially dangerous lakes were carried out in the Luanan area to reduce the risk through short term projects. Vulnerability mapping and assessment are being initiated.  Community Based Disasters Risks Management (CBDRM) education and awareness activities were carried out in all the Dzongkhags and schools including the contingency planning.More importantly Bhutan has legal instrument- Disaster Management Act of Bhutan (2013) and Disaster Management Rules and Regulations (2014) that provide the legal framework for the disaster risks reduction in Bhutan. In Bhutan, disasters is mainstreamed into development plans and programs.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"618","3.2a","Status description: Wangchhu basin management plan to promote cooperation among the Four districts and carry out assessments to understand water issues within the basin.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"619","3.2b",NA,NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"620","3.2c",NA,NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"621","3.2d",NA,NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"622","4.1a",NA,NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"623","4.1b",NA,NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"624","4.2a","Data and information sharing arrangements implemented on a more long-term basis, with very good coverage across sectors and the country. ",NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"625","4.2b","Data and information sharing arrangements implemented effectively.  ",NA,"Bhutan_651_2020_EN_Final_05.01.2021.docx"
"626","4.2c","","4.1 What is the status of financing for water resources development and management at the national level?","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"627","4.2d","Status description: As part of the Five Year Plans (FYP) agencies propose annual budget to construct water infrastructures. Investment made for hydropower dams, irrigations canals, drainage, flood control, river training works. The budget allocation is integrated with other related activities of the agencies.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"628","1.1a","Descripción de la situación: Desde la Gestión 2006 se viene implementando el Plan Nacional de Cuencas (PNC), como Política Pública de Gestión Integrada de Recursos Hídricos y Manejo Integral de Cuencas (GIRH/MIC); siendo una política articuladora con el propósito de desarrollar metodologías participativas e instrumentos de gestión, promover el desarrollo de conocimiento y capacidades, promover estructuras organizativas y sociales de gestión local del agua y fortalecer prácticas y técnicas así como políticas normativas para la gestión integral y social del agua y del medio ambiente en las cuencas del Bolivia; con el objetivo de “Promocionar el fortalecimiento de la gestión integrada de los recursos hídricos y el manejo integrado de cuencas en Bolivia bajo modalidades de participación y autogestión, como sustento del desarrollo humano y ambiental sostenible desde la perspectiva de las culturas y sistemas de vida locales”. Este plan tuvo su primera programación quinquenal entre la gestión 2006 y 2012 formalizando con programaciones quinquenales con metas por gestión formales entre 2013 y 2017 y, posteriormente fue extendida con la Programación Plurianual actualmente vigente que comprende el periodo 2017 al 2020. Bajo este contexto y a medida que se implementa y conoce mejor la política, se han podido lograr los objetivos de manera sistémica (se disponen de informes de respaldo en archivos del Ministerio de Medio Ambiente y Agua), sin embargo, aún se debe seguir dando continuidad al trabajo que se realiza. ","Formas de avanzar: Para dar continuidad a las acciones que se vienen realizando en el marco del PNC, en el presente año 2019 se está trabajando en la evaluación del Programa Plurianual del PNC correspondiente al periodo 2017-2020 y la elaboración de una propuesta de un nuevo Programa Plurianual 2021-2025. ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
"629","1.1b","Descripción de la situación: La Constitución Política del Estado (CPE) (7 de febrero de 2009), hace alusión a las políticas de Recursos Hídricos y Cuencas en los siguientes artículos: Artículo 298. Parágrafo II. Son competencias exclusivas del nivel central del Estado; numeral 5 5. Régimen general de recursos hídricos y sus servicios.En el Capítulo Quinto Recursos Hídricos, menciona:Artículo 373. Parágrafos I. El agua constituye un derecho fundamentalísimo para la vida, en el marco de la soberanía del pueblo. El Estado promoverá el uso y acceso al agua sobre la base de principios de solidaridad, complementariedad, reciprocidad, equidad, diversidad y sustentabilidad. II. Los recursos hídricos en todos sus estados, superficiales y subterráneos, constituyen recursos finitos, vulnerables, estratégicos y cumplen una función social, cultural y ambiental. Estos recursos no podrán ser objeto de apropiaciones privadas y tanto ellos como sus servicios no serán concesionados y están sujetos a un régimen de licencias, registros y autorizaciones conforme a Ley.Artículo 374. I. El Estado protegerá y garantizará el uso prioritario del agua para la vida. Es deber del Estado gestionar, regular, proteger y planificar el uso adecuado y sustentable de los recursos hídricos, con participación social, garantizando el acceso al agua a todos sus habitantes. La ley establecerá las condiciones y limitaciones de todos los usos. II. El Estado reconocerá, respetará y protegerá los usos y costumbres de las comunidades, de sus autoridades locales y de las organizaciones indígena originario campesinas sobre el derecho, el manejo y la gestión sustentable del agua. III. Las aguas fósiles, glaciales, humedales, subterráneas, minerales, medicinales y otras son prioritarias para el Estado, que deberá garantizar su conservación, protección, preservación, restauración, uso sustentable y gestión integral; son inalienables, inembargables e imprescriptibles.Artículo 375. I. Es deber del Estado desarrollar planes de uso, conservación, manejo y aprovechamiento sustentable de las cuencas hidrográficas. II. El Estado regulará el manejo y gestión sustentable de los recursos hídricos y de las cuencas para riego, seguridad alimentaria y servicios básicos, respetando los usos y costumbres de las comunidades. III. Es deber del Estado realizar los estudios para la identificación de aguas fósiles y su consiguiente protección, manejo y aprovechamiento sustentable.Artículo 376. Los recursos hídricos de los ríos, lagos y lagunas que conforman las cuencas hidrográficas, por su potencialidad, por la variedad de recursos naturales que contienen y por ser parte fundamental de los ecosistemas, se consideran recursos estratégicos para el desarrollo y la soberanía boliviana. El Estado evitará acciones en las nacientes y zonas intermedias de los ríos que ocasionen daños a los ecosistemas o disminuyan los caudales, preservará el estado natural y velará por el desarrollo y bienestar de la población.Artículo 377. I. Todo tratado internacional que suscriba el Estado sobre los recursos hídricos garantizará la soberanía del país y priorizará el interés del Estado. II. El Estado resguardará de forma permanente las aguas fronterizas y transfronterizas, para la conservación de la riqueza hídrica que contribuirá a la integración de los pueblos.Otro instrumento normativo es el Decreto Supremo 29272 de 12 de septiembre de 2007 que pone en vigencia el Plan Nacional de Desarrollo “Bolivia Digna, Soberana, Productiva y Democrática para Vivir Bien” Lineamientos Estratégicos 2006 – 2011, en el mismo se hace mención a la gestión integral de los recursos hídricos en los siguientes acápites:Capítulo II Bolivia Digna, en el acápite referido a los Sectores generadores de activos sociales, hace mención al Agua para la gente y saneamiento en el marco de una gestión integral de los recursos hídricos como propuesta de cambio.Capítulo IV Bolivia Productiva, en el acápite de recursos ambientales, se plantea como políticas y estrategia la gestión integrada de los recursos hídricos.La Ley Marco de Autonomías y Descentralización “Andrés Ibáñez” (Ley 31 del 19 de julio de 2010), en el ámbito de los Recursos Hídricos, dispone la asignación competencial en materia de cuencas y gestión integral de recursos hídricos (Artículo 87 referido a Recursos Naturales).La Ley Marco de la Madre Tierra y Desarrollo Integral para Vivir Bien, en el ámbito específico de los recursos hídricos y la gestión de cuencas, cuenta entre sus orientaciones la de “promover la conservación y protección de las zonas de recarga hídrica, cabeceras de cuenca, franjas de seguridad nacional del país y áreas con alto valor de conservación, en el marco del manejo integral de cuencas” (Art 23, Par. 4).La Ley Nº 786, de 10 de marzo de 2016, pone en vigencia el Plan de Desarrollo Económico y Social en el marco del Desarrollo Integral para Vivir Bien 2016 - 2020 (PDES) del Estado Plurinacional de Bolivia, que se constituye en el marco estratégico y de priorización de Metas, Resultados y Acciones a ser desarrolladas, mismo que se elaboró sobre la base de la Agenda Patriótica 2025 y el Programa de Gobierno 2015 – 2020; que plantea trece Pilares, siendo el pilar 9 el referido a la “Soberanía ambiental con desarrollo integral y respetando los derechos de la Madre Tierra” que tiene como objetivo asegurar el abastecimiento de agua para consumo humano y la producción de alimentos en un contexto de cambio climático. Asimismo, se ve la necesidad de implementar el enfoque de cuencas hidrográficas, para realizar una gestión integral del recurso hídrico que considere la oferta de agua, las alternativas de su aprovechamiento y las externalidades que se generan por su uso.La ley Nº 1333, Ley de Medio Ambiente que tiene como objeto “protección y conservación del medio ambiente y los recursos naturales, regulando las acciones del hombre con relación a la naturaleza y promoviendo el desarrollo sostenible con la finalidad de mejorar la calidad de vida de la población”, esta ley en sus diferentes artículos remarca la importancia optimizar y racionalizar el uso de aguas, aire suelos y otros recursos naturales renovables garantizando su disponibilidad a largo plazo; y enfatiza que es deber del Estado y la sociedad preservar, conservar, restaurar y promover el aprovechamiento de los recursos naturales renovables, entendidos como recursos bióticos, flora y fauna, y los abióticos como el agua, aire y suelo con una dinámica propia que les permite renovarse en el tiempo, asimismo se prevé que el estado promoverá la planificación, el uso y aprovechamiento integral de las aguas, para beneficio de la comunidad nacional, con el propósito de asegurar su disponibilidad permanente, priorizando acciones a fin de garantizar agua de consumo para toda la población (Art. 38) finalmente identifica los delitos los delitos referidos al mal uso y contaminación del agua (art. 105 al 108); reforzada por el Reglamento en Materia de Contaminación Hídrica que determina las categorías de clasificación de fuentes de agua, límites máximos permitidos e identifica las principales medidas de conservación de  recarga de aguas subterráneas con calidad para el consumo humanoToda esta normativa es conocida y aplicada a nivel nacional en los diferentes niveles del estado. ","Formas de avanzar: Se cuenta con normativa base para la implementación de acciones en GIRH, sin embargo, la Ley del Agua data de 1906, por tanto, el desarrollo de una nueva ley podría establecer competencias y responsabilidades más específicas tanto del nivel Central como a nivel de la Entidades Autónomas Territoriales (ETAs), una alternativa que también podrá beneficiar las acciones en la temática es la implementación de leyes específicas de cuencas.  ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
"630","1.1c","Descripción de la situación: Desde la perspectiva de la Planificación Nacional, Bolivia inicia el trabajo sobre Gestión Integrada de Recursos Hídricos con el Plan Nacional de Desarrollo (PND 2006 – 2011) como instrumento que orientó las acciones para su implementación en el ámbito nacional y local.  En ese mismo sentido, el Plan de Desarrollo Económico Social 2016 – 2020 (PDES), plantea la gestión integrada de recursos hídricos mediante dos pilares, el Pilar 6 referido a la “Soberanía productiva con diversificación” y el Pilar 9 el referido a la “Soberanía ambiental con desarrollo integral y respetando los derechos de la Madre Tierra”.En línea con lo anterior, el Sector Medio Ambiente y Agua, elaboró el Plan Sectorial de Desarrollo Integral (PSDI 2016 – 2020) que plantea la implementación de la gestión integrada de los recursos hídricos como parte de Estrategias Sectoriales y mediante la acción de “desarrollo e implementación de planes de cuencas para una gestión integrada de los recursos hídricos” (Pilar 9, Meta 7 y Resultado 265 del PSDI).Así mismo, en el marco del Plan Nacional de Cuencas, vinculado al “Plan Estratégico Institucional del Ministerio de Medio Ambiente y Agua” (PEI 2016 – 2020), que como uno de sus objetivos estratégicos considera “Promover y fortalecer la gestión de los recursos hídricos y el manejo de cuencas bajo un enfoque integral y sostenible a través de modalidades de participación y autogestión” establece que la gestión integrada de los recursos hídricos ha sido encarada a través del Plan Nacional de Cuencas y que se está ejecutando la tercera versión del mismo: Programa Plurianual de Gestión Integrada de Recursos Hídricos y Manejo Integral de Cuencas 2017-2020, que abarca la gestión integral de los recursos hídricos y el manejo integral de cuencas.Por otro lado, en desarrollo e implementación se tienen 14 Planes Directores de Cuencas estratégicas en las cuales se está priorizando la planificación articulada y concurrente de actividades para el mejoramiento de la problemática de cada cuenca, operativizadas a través de las Plataformas Interinstitucionales; asimismo. Existen, 11 cuencas estratégicas adicionales que han sido identificadas y otras que no se están definidas como cuencas estratégicas en las cuales se están desarrollando instrumentos de planificación. La planificación de la gestión integrada, ha sido aprobada por el Gobierno y las Autorizaciones y la mayoría de las autoridades la viene ejecutando, sin embargo, si bien todas las autoridades tienen conocimiento de la política y las normas relacionadas con la GIRH, no todas planifican y/o ejecutan acciones relacionadas en el marco de la GIRH, sobre todo aquellos municipios pequeños que actualmente priorizan acciones relacionadas a la salud y beneficio directo de la población; en este contexto se ha establecido una puntuación de 60 como un desempeño medio bajo. ","Formas de avanzar: Dar continuidad a las políticas ya establecidas con visión de mejora a través de las lecciones aprendidas; continuar y mejorar la articulación y participación con los actores a través del fortalecimiento de plataformas interinstitucionales y sus diferentes espacios de coordinación, así como de la generación de herramientas que coadyuven a este proceso.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
"631","1.2a","Descripción de la situación:  En el marco del Sistema de Planificación Integral del Estado (SPIE), se establece la planificación de mediano plazo, con un horizonte de cinco (5) años, a través de los Planes Territoriales de Desarrollo Integral para Vivir Bien (PTDI) a nivel subnacional. Los PTDI integran la planificación contienen los elementos de desarrollo humano e integral, de economía plural, y de ordenamiento territorial, con un enfoque de gestión de sistemas de vida, gestión de riesgos y cambio climático, consolidando de forma gradual la articulación de la planificación del desarrollo integral con el ordenamiento territorial, en concordancia con la planificación del nivel central del Estado. Estos PDTI están desarrollados y en plena aplicación por los 9 departamentos y los 342 Municipios. Con base a la normativa descrita líneas arriba las autoridades han utilizado para orientar estas labores y poco a poco se están logrando las políticas sobre los recursos hídricos o semejantes. ","Formas de avanzar: Coadyuvar a las ETA en la elaboración y articulación de los PTDI para que esta responda e identifique las prioridades y a su vez sean identificadas en la planificación nacional. Incorporación de las líneas de acción de los Planes Directores de Cuenca (PDC) en la planificación a mediano plazo.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
"632","1.2b","Descripción de la situación: En el marco del PNC se están desarrollando acciones referidas al manejo de acuíferos, siendo los acuíferos más documentados los de Pura Purani y Viacha ubicados en el departamento de La Paz. Así mismo, en la última gestión se ha trabajado en una Guía Para la Formulación de Planes de Gestión Sostenible de Acuíferos (Guía PGSA), herramienta que establece el procedimiento para la generación de información requerida para la formulación de los PGSA de acuíferos. Los PGSA, son documentos que se componen de lineamientos específicos sobre cómo debe ser gestionado ese acuífero en particular, es una normativa específica para el manejo de un único acuífero.  Bajo la directriz de dicha guía, actualmente se vienen desarrollando actividades encaminadas a la obtención de los planes de manejo de los acuíferos de Tarija y Sacaba con el apoyo de la Cooperación Internacional del Japón (JICA). Estas acciones en los últimos años han ido mostrando el nivel de importancia, logrando generar Planes de Gestión Sostenible de Acuíferos y las autoridades lo han empezado a utilizar y lo han ido iniciando su ejecución, dado que es un proceso que está en un proceso de implementación se ha optado por darle una ponderación de 50. ","Formas de avanzar: Se cuenta con normativa base para la implementación de acciones en GIRH, sin embargo la Ley del Agua data de 1906, por tanto el desarrollo de una nueva ley podría establecer competencias y responsabilidades más específica tanto del nivel Central como a nivel de las ETA, una alternativa que también  podrá beneficiar las acciones en la temática es la implementación de leyes específicas que cuencas que consideren la planificación y gestión de los acuíferos, dado que hasta la fecha es uno de las áreas más débiles en normativa e investigación.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
"633","1.2c","Descripción de la situación: Actualmente Bolivia cuenta con tres(3) acuerdos macro Cuenca del Plata: Tratado de la Cuenca del Plata (Comité Intergubernamental Coordinador de los Países de la Cuenca del Plata), Cuenca Amazonas: Tratado de Cooperación Amazónica (Consejo de Cooperación Amazónica), Cuenca Endorreica-Sistema Hídrico TDPS: Convenio Binacional entre los gobiernos de Bolivia y Perú (Autoridad Binacional Autónoma del Sistema Hídrico), estas a su vez  engloban las restantes sub-cuencas como (Cuenca del Río Bermejo, Cuenca del Río Pilcomayo, Cuenca del Alto Paraguay , Cuenca Laguna Cáceres / Canal Tamengo, Cuenca del Río Mauri, Cuenca del Río Suches).Actualmente en torno a la cuenca Amazónica se vienen trabajando en la implementación de la Red Hidrológica Amazónica, debido a la pandemia del covid-19 se postergó el inicio de la segunda fase del proyecto GEF amazonas hasta la gestión 2021, en cuanto a la cuenca del Plata se viene desarrollando el Proyecto de Porte Medio (“Medium Sized Project”, MSP) “PREPARANDO LAS BASES PARA LA IMPLEMENTACIÓN DEL PROGRAMA DE ACCIÓN ESTRATÉGICA (PAE) DE LA CUENCA DEL PLATA” que involucra a (Bolivia, Argentina, Brasil, Paraguay, Uruguay) y en torno a la cuenca del sistema TDPS se viene ejecutando el proyecto “Gestión Integrada de los Recursos Hídricos en el Sistema Titicaca-Desaguadero-Poopó y Salar de Coipasa-TDPS”. El Tratado de la Cuenca del Plata, en su Programa de Acciones Estratégicas involucra la gestión integrada de las aguas subterráneas tomando como acuífero piloto el Sistema Acuífero Yrenda-Toba-Tarijeño (SAYTT).  Al marge de este sistema acuífero, a la actualidad no se cuenta con tratados o acuerdos que involucren a otros acuíferos transfronterizos. Además, se vienen implementando acciones bilaterales entre Perú y Bolivia en la cuenca del río Suches a través de monitoreo binacionales, se cuenta con un Plan de Trabajo de Sensibilización y Fortalecimiento de Capacidades en la cuenca transfronteriza Suches - Gestión 2019- 2022.En coordinación con la Oficina Técnica Nacional de los ríos Pilcomayo y Bermejo, se ha trabajado en la toma de muestras y determinación del estado de la calidad de cuerpos de agua en las campañas de monitoreo realizadas en las cuencas de los ríos Guadalquivir, Pilcomayo y Bermejo, y continuamente se coordinan acciones para la implementación de proyectos multilaterales en las cuencas transfronterizas de los ríos Pilcomayo y Bermejo.","Formas de avanzar: Es importante desarrollar evaluaciones periódicas en base a los instrumentos ya generados como los planes de acción, planes maestros, planes globales y diagnósticos transfronterizos sobre los puntos el progreso que se han alcanzado actualmente en la cooperación en materia de aguas transfronterizas valorando si son coherente con las disposiciones del Convenio del Agua y si existen convenios que las respalden. A su vez el Estados puede evaluar a nivel nacional las estrategias y enfoques relativos a la cooperación en materia de aguas transfronterizas.También es importante identificar las necesidades específicas de la cuenca transfronteriza, determinando la mejor manera de movilizar recursos para apoyar las actividades relativas a su remediación.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
"634","1.2d","Descripción de la situación:  Los Gobiernos Subnacionales (Departamentales y Municipales) cuentan como base normativa sus PTDI (aprobado por norma local) que contemplan acciones y metas respecto a los recursos hídricos sobre todo superficiales; adicionalmente estas entidades han elaborado resoluciones municipales, leyes y ordenanzas que establecen áreas de protección de recursos hídricos, estas normas carecen de planificación o seguimiento, sin embargo, en los últimos años esta temática ha empezado a ser de mayor importancia para las entidades sub nacionales. Por otro lado, se elaboraron dos propuestas de Ley, i) una referida a la protección de fuentes de agua en cuencas, para la cuenca estratégica del río Azero (de carácter departamental y se pretende replicar la experiencia a nivel de las demás cuencas estratégicas), y ii) Ley Departamental para la implementación del Plan Director de la cuenca del río Rocha, Arque-Tapacarí y Mizque. Ambas normas reforzarán la gestión de los recursos hídricos.","Formas de avanzar: Buscar mecanismos que permitan a las entidades subnacionales realizar la planificación, manejo y monitoreo de los recursos hídricos a través de la elaboración e implementación de leyes, decretos, ordenanzas, resoluciones, entre otros, basados en el enfoque de cuenca. ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
"635","2.1a","Descripción de la situación: El Viceministerio de Recursos Hídricos y Riego, a través del Plan Nacional de Cuencas como política pública, tiene el mandato para coordinar la implementación de la GIRH y la capacidad para orientar y conducir la formulación y ejecución de planes y proyectos de GIRH en la formulación de planes. Asimismo, la Ley de Marco de Autonomías y Descentralización “Andrés Ibáñez” (Ley 031) establece mandatos de gestión de proyectos en los diferentes niveles del estado, pero todavía se requiere fortalecer capacidades de actores locales y subnacionales, y sensibilizar a las autoridades (sobre todo de las Entidades Territoriales Autónomas, gobernaciones y municipios) respecto a la importancia de la GIRH y que esta está vinculada a la cantidad, calidad de agua, disminución de la vulnerabilidad ante contingencias y seguridad alimentaria, siendo una de las etapas más importantes el seguimiento y evaluación. Se ha considerado una ponderación medio alto, considerando que las autoridades tienen la capacidad de conducir la ejecución de los planes de la GIRH, pero aún resta mejorar la capacidad de gestionar y realizar seguimiento y/o evaluar los resultados de las acciones en intervalos regulares. ","Formas de avanzar: Fortalecer las capacidades no solo de las ETAs también del nivel central para mejorar las capacidades de planificación, gestión y orientación; que permitan dar continuidad y fortalecer las acciones que a la fecha se vienen realizando a través del VRHR.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
